Commit date/time,Total,Blank,Legal,Comment,Doc,Test,Wrap,Code,C++ (Total),C++ (Blank),C++ (Legal),C++ (Comment),C++ (Doc),C++ (Test),C++ (Wrap),C++ (Code),Python (Total),Python (Blank),Python (Legal),Python (Comment),Python (Doc),Python (Test),Python (Wrap),Python (Code),CMake (Total),CMake (Blank),CMake (Legal),CMake (Comment),CMake (Doc),CMake (Test),CMake (Wrap),CMake (Code),GLSL (Total),GLSL (Blank),GLSL (Legal),GLSL (Comment),GLSL (Doc),GLSL (Test),GLSL (Wrap),GLSL (Code),Qt Stylesheet (Total),Qt Stylesheet (Blank),Qt Stylesheet (Legal),Qt Stylesheet (Comment),Qt Stylesheet (Doc),Qt Stylesheet (Test),Qt Stylesheet (Wrap),Qt Stylesheet (Code)
2018-02-17T23:24:31+01:00,5590,695,812,474,1069,0,131,2409,5399,666,812,440,1069,0,118,2294,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-16T19:11:27+01:00,5590,695,812,474,1069,0,131,2409,5399,666,812,440,1069,0,118,2294,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-16T19:09:58+01:00,5590,695,812,474,1069,0,131,2409,5399,666,812,440,1069,0,118,2294,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-16T19:08:26+01:00,5590,695,812,474,1069,0,131,2409,5399,666,812,440,1069,0,118,2294,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-15T22:33:46+01:00,5590,695,812,474,1069,0,131,2409,5399,666,812,440,1069,0,118,2294,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-15T21:02:36+01:00,5590,695,812,474,1069,0,131,2409,5399,666,812,440,1069,0,118,2294,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-14T17:15:25+01:00,5590,695,812,474,1069,0,131,2409,5399,666,812,440,1069,0,118,2294,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-14T16:53:09+01:00,5560,689,812,471,1069,0,131,2388,5369,660,812,437,1069,0,118,2273,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-14T16:51:46+01:00,5561,689,812,471,1069,0,131,2389,5370,660,812,437,1069,0,118,2274,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-14T16:48:33+01:00,5567,690,812,472,1069,0,131,2393,5376,661,812,438,1069,0,118,2278,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-14T10:43:43+01:00,5567,690,812,472,1069,0,131,2393,5376,661,812,438,1069,0,118,2278,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-14T10:40:14+01:00,5567,690,812,472,1069,0,131,2393,5376,661,812,438,1069,0,118,2278,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-13T17:36:24+01:00,5567,690,812,472,1069,0,131,2393,5376,661,812,438,1069,0,118,2278,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-13T17:32:01+01:00,5567,690,812,472,1069,0,131,2393,5376,661,812,438,1069,0,118,2278,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-13T17:08:26+01:00,5567,690,812,472,1069,0,131,2393,5376,661,812,438,1069,0,118,2278,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-12T14:17:34+01:00,5533,689,812,444,1069,0,131,2388,5342,660,812,410,1069,0,118,2273,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-12T14:15:20+01:00,5513,685,812,443,1064,0,131,2378,5322,656,812,409,1064,0,118,2263,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-12T14:13:37+01:00,5513,685,812,443,1064,0,131,2378,5322,656,812,409,1064,0,118,2263,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-12T13:36:48+01:00,5512,685,812,442,1064,0,131,2378,5321,656,812,408,1064,0,118,2263,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-11T12:09:57+01:00,5443,678,812,436,1038,0,131,2348,5252,649,812,402,1038,0,118,2233,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-11T12:03:52+01:00,5440,678,812,436,1038,0,128,2348,5249,649,812,402,1038,0,115,2233,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-11T11:40:45+01:00,5437,677,812,433,1038,0,129,2348,5246,648,812,399,1038,0,116,2233,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-11T11:37:09+01:00,5427,676,812,433,1038,0,120,2348,5236,647,812,399,1038,0,107,2233,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-10T19:08:23+01:00,5420,674,812,433,1036,0,120,2345,5229,645,812,399,1036,0,107,2230,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-10T18:59:22+01:00,5416,673,812,433,1036,0,117,2345,5225,644,812,399,1036,0,104,2230,0,0,0,0,0,0,0,0,173,25,0,34,0,0,13,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-10T18:53:14+01:00,5378,668,797,433,1036,0,99,2345,5188,639,797,399,1036,0,87,2230,0,0,0,0,0,0,0,0,172,25,0,34,0,0,12,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-10T18:42:10+01:00,5375,668,797,433,1036,0,99,2342,5185,639,797,399,1036,0,87,2227,0,0,0,0,0,0,0,0,172,25,0,34,0,0,12,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-10T17:18:25+01:00,5380,669,797,433,1036,0,99,2346,5189,640,797,399,1036,0,87,2230,0,0,0,0,0,0,0,0,173,25,0,34,0,0,12,102,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-10T12:15:19+01:00,5248,658,767,433,977,0,99,2314,5058,629,767,399,977,0,87,2199,0,0,0,0,0,0,0,0,172,25,0,34,0,0,12,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-10T11:35:44+01:00,5231,656,767,433,971,0,99,2305,5041,627,767,399,971,0,87,2190,0,0,0,0,0,0,0,0,172,25,0,34,0,0,12,101,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-09T12:18:26+01:00,5157,646,737,433,964,0,99,2278,4968,617,737,399,964,0,87,2164,0,0,0,0,0,0,0,0,171,25,0,34,0,0,12,100,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-08T17:19:58+01:00,5160,646,737,436,964,0,99,2278,4971,617,737,402,964,0,87,2164,0,0,0,0,0,0,0,0,171,25,0,34,0,0,12,100,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-08T17:07:27+01:00,5160,646,737,436,964,0,99,2278,4971,617,737,402,964,0,87,2164,0,0,0,0,0,0,0,0,171,25,0,34,0,0,12,100,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-02-01T00:44:58+01:00,4537,562,677,333,917,0,99,1949,4374,534,677,312,917,0,87,1847,0,0,0,0,0,0,0,0,145,24,0,21,0,0,12,88,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-31T11:52:53+01:00,4498,560,677,330,917,0,99,1915,4335,532,677,309,917,0,87,1813,0,0,0,0,0,0,0,0,145,24,0,21,0,0,12,88,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-22T17:02:38+01:00,4189,537,662,304,781,0,99,1806,4027,509,662,283,781,0,87,1705,0,0,0,0,0,0,0,0,144,24,0,21,0,0,12,87,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-22T16:44:10+01:00,4126,532,662,296,781,0,99,1756,3964,504,662,275,781,0,87,1655,0,0,0,0,0,0,0,0,144,24,0,21,0,0,12,87,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-21T18:25:13+01:00,4099,532,662,269,781,0,99,1756,3937,504,662,248,781,0,87,1655,0,0,0,0,0,0,0,0,144,24,0,21,0,0,12,87,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-21T16:43:01+01:00,4004,530,662,264,739,0,99,1710,3842,502,662,243,739,0,87,1609,0,0,0,0,0,0,0,0,144,24,0,21,0,0,12,87,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-20T18:27:37+01:00,3953,527,662,262,725,0,99,1678,3791,499,662,241,725,0,87,1577,0,0,0,0,0,0,0,0,144,24,0,21,0,0,12,87,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-19T20:45:36+01:00,3862,518,662,262,696,0,99,1625,3700,490,662,241,696,0,87,1524,0,0,0,0,0,0,0,0,144,24,0,21,0,0,12,87,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-19T20:17:14+01:00,3822,514,662,258,696,0,99,1593,3660,486,662,237,696,0,87,1492,0,0,0,0,0,0,0,0,144,24,0,21,0,0,12,87,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-19T20:16:22+01:00,3817,514,662,256,696,0,99,1590,3655,486,662,235,696,0,87,1489,0,0,0,0,0,0,0,0,144,24,0,21,0,0,12,87,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-19T20:13:14+01:00,3681,501,662,255,614,0,99,1550,3519,473,662,234,614,0,87,1449,0,0,0,0,0,0,0,0,144,24,0,21,0,0,12,87,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-19T16:13:57+01:00,3573,491,635,248,609,0,99,1491,3411,463,635,227,609,0,87,1390,0,0,0,0,0,0,0,0,144,24,0,21,0,0,12,87,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-19T16:09:19+01:00,3362,469,605,248,574,0,99,1367,3201,441,605,227,574,0,87,1267,0,0,0,0,0,0,0,0,143,24,0,21,0,0,12,86,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-19T00:18:22+01:00,3352,469,605,248,564,0,99,1367,3191,441,605,227,564,0,87,1267,0,0,0,0,0,0,0,0,143,24,0,21,0,0,12,86,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-15T16:58:18+01:00,3162,445,575,248,470,0,99,1325,3002,417,575,227,470,0,87,1226,0,0,0,0,0,0,0,0,142,24,0,21,0,0,12,85,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-15T16:54:16+01:00,3158,444,575,246,470,0,99,1324,2998,416,575,225,470,0,87,1225,0,0,0,0,0,0,0,0,142,24,0,21,0,0,12,85,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-15T16:48:31+01:00,3159,445,575,246,470,0,99,1324,2999,417,575,225,470,0,87,1225,0,0,0,0,0,0,0,0,142,24,0,21,0,0,12,85,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-11T18:17:54+01:00,3133,440,575,241,470,0,99,1308,2973,412,575,220,470,0,87,1209,0,0,0,0,0,0,0,0,142,24,0,21,0,0,12,85,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-11T17:45:27+01:00,3094,437,575,225,470,0,99,1288,2934,409,575,204,470,0,87,1189,0,0,0,0,0,0,0,0,142,24,0,21,0,0,12,85,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-11T16:30:50+01:00,3076,435,575,225,464,0,99,1278,2916,407,575,204,464,0,87,1179,0,0,0,0,0,0,0,0,142,24,0,21,0,0,12,85,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-11T16:05:11+01:00,3049,434,575,228,455,0,99,1258,2889,406,575,207,455,0,87,1159,0,0,0,0,0,0,0,0,142,24,0,21,0,0,12,85,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2018-01-11T15:13:32+01:00,2956,423,560,225,436,0,99,1213,2797,395,560,204,436,0,87,1115,0,0,0,0,0,0,0,0,141,24,0,21,0,0,12,84,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-22T14:29:42+01:00,2956,423,560,225,436,0,99,1213,2797,395,560,204,436,0,87,1115,0,0,0,0,0,0,0,0,141,24,0,21,0,0,12,84,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-22T12:44:00+01:00,2903,418,560,207,436,0,99,1183,2744,390,560,186,436,0,87,1085,0,0,0,0,0,0,0,0,141,24,0,21,0,0,12,84,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-22T12:29:17+01:00,2903,418,560,207,436,0,99,1183,2744,390,560,186,436,0,87,1085,0,0,0,0,0,0,0,0,141,24,0,21,0,0,12,84,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-22T11:32:12+01:00,2967,428,560,214,436,0,99,1230,2808,400,560,193,436,0,87,1132,0,0,0,0,0,0,0,0,141,24,0,21,0,0,12,84,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-21T19:27:27+01:00,2801,401,545,206,405,0,99,1145,2643,373,545,185,405,0,87,1048,0,0,0,0,0,0,0,0,140,24,0,21,0,0,12,83,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-21T19:26:55+01:00,2781,396,545,206,398,0,99,1137,2623,368,545,185,398,0,87,1040,0,0,0,0,0,0,0,0,140,24,0,21,0,0,12,83,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-20T18:02:55+01:00,2763,401,575,206,353,0,99,1129,2604,373,575,185,353,0,87,1031,0,0,0,0,0,0,0,0,141,24,0,21,0,0,12,84,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-20T17:31:49+01:00,2510,361,530,181,305,0,99,1034,2354,333,530,160,305,0,87,939,0,0,0,0,0,0,0,0,138,24,0,21,0,0,12,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-13T11:10:44+01:00,2491,356,530,181,297,0,97,1030,2335,328,530,160,297,0,85,935,0,0,0,0,0,0,0,0,138,24,0,21,0,0,12,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-12T14:19:09+01:00,2523,361,530,191,297,0,97,1047,2367,333,530,170,297,0,85,952,0,0,0,0,0,0,0,0,138,24,0,21,0,0,12,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-12T14:07:58+01:00,2512,360,530,182,297,0,97,1046,2356,332,530,161,297,0,85,951,0,0,0,0,0,0,0,0,138,24,0,21,0,0,12,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-12T13:30:30+01:00,2508,360,530,178,297,0,97,1046,2352,332,530,157,297,0,85,951,0,0,0,0,0,0,0,0,138,24,0,21,0,0,12,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-12T13:06:35+01:00,2476,354,530,169,297,0,97,1029,2320,326,530,148,297,0,85,934,0,0,0,0,0,0,0,0,138,24,0,21,0,0,12,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-12T12:32:16+01:00,2472,354,530,169,296,0,97,1026,2316,326,530,148,296,0,85,931,0,0,0,0,0,0,0,0,138,24,0,21,0,0,12,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-12T12:20:00+01:00,2408,346,500,169,296,0,72,1025,2258,319,500,148,296,0,64,931,0,0,0,0,0,0,0,0,132,23,0,21,0,0,8,80,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-11T23:08:10+01:00,2306,330,470,169,279,0,72,986,2157,303,470,148,279,0,64,893,0,0,0,0,0,0,0,0,131,23,0,21,0,0,8,79,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-11T23:02:21+01:00,2575,380,560,169,279,0,93,1094,2422,353,560,148,279,0,84,998,0,0,0,0,0,0,0,0,135,23,0,21,0,0,9,82,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-11T17:12:26+01:00,2591,382,560,169,271,0,95,1114,2438,355,560,148,271,0,86,1018,0,0,0,0,0,0,0,0,135,23,0,21,0,0,9,82,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-10T17:14:22+01:00,2450,360,530,169,250,0,65,1076,2299,333,530,148,250,0,57,981,0,0,0,0,0,0,0,0,133,23,0,21,0,0,8,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-10T16:34:07+01:00,2439,358,530,169,248,0,64,1070,2288,331,530,148,248,0,56,975,0,0,0,0,0,0,0,0,133,23,0,21,0,0,8,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-10T16:22:59+01:00,2436,358,530,167,248,0,64,1069,2285,331,530,146,248,0,56,974,0,0,0,0,0,0,0,0,133,23,0,21,0,0,8,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-10T16:19:59+01:00,2415,352,530,171,248,0,64,1050,2264,325,530,150,248,0,56,955,0,0,0,0,0,0,0,0,133,23,0,21,0,0,8,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-10T16:18:04+01:00,2417,353,530,171,248,0,64,1051,2266,326,530,150,248,0,56,956,0,0,0,0,0,0,0,0,133,23,0,21,0,0,8,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-10T16:06:11+01:00,2414,352,530,170,248,0,64,1050,2263,325,530,149,248,0,56,955,0,0,0,0,0,0,0,0,133,23,0,21,0,0,8,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-09T18:38:41+01:00,2414,352,530,170,248,0,64,1050,2263,325,530,149,248,0,56,955,0,0,0,0,0,0,0,0,133,23,0,21,0,0,8,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-09T18:35:54+01:00,2377,346,530,169,248,0,64,1020,2226,319,530,148,248,0,56,925,0,0,0,0,0,0,0,0,133,23,0,21,0,0,8,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-09T18:35:25+01:00,2377,346,530,169,248,0,64,1020,2226,319,530,148,248,0,56,925,0,0,0,0,0,0,0,0,133,23,0,21,0,0,8,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-09T17:41:48+01:00,2345,340,515,169,248,0,64,1009,2194,313,515,148,248,0,56,914,0,0,0,0,0,0,0,0,133,23,0,21,0,0,8,81,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-09T00:09:25+01:00,2037,301,440,164,172,0,64,896,1889,274,440,143,172,0,56,804,0,0,0,0,0,0,0,0,130,23,0,21,0,0,8,78,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-08T12:05:50+01:00,2005,295,425,164,172,0,64,885,1858,268,425,143,172,0,56,794,0,0,0,0,0,0,0,0,129,23,0,21,0,0,8,77,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-07T19:34:37+01:00,2005,295,425,164,172,0,64,885,1858,268,425,143,172,0,56,794,0,0,0,0,0,0,0,0,129,23,0,21,0,0,8,77,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-07T19:31:15+01:00,2005,295,425,164,172,0,64,885,1858,268,425,143,172,0,56,794,0,0,0,0,0,0,0,0,129,23,0,21,0,0,8,77,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-06T19:14:39+01:00,2000,297,425,165,172,0,64,877,1853,270,425,144,172,0,56,786,0,0,0,0,0,0,0,0,129,23,0,21,0,0,8,77,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-06T17:55:38+01:00,1576,227,365,120,158,0,64,642,1432,200,365,99,158,0,56,554,0,0,0,0,0,0,0,0,126,23,0,21,0,0,8,74,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-06T17:54:48+01:00,1576,227,365,120,158,0,64,642,1432,200,365,99,158,0,56,554,0,0,0,0,0,0,0,0,126,23,0,21,0,0,8,74,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-12-06T16:54:25+01:00,1576,227,365,120,158,0,64,642,1432,200,365,99,158,0,56,554,0,0,0,0,0,0,0,0,126,23,0,21,0,0,8,74,18,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2017-11-13T22:59:35+01:00,1544,222,365,113,158,0,64,622,1432,200,365,99,158,0,56,554,0,0,0,0,0,0,0,0,112,22,0,14,0,0,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-13T12:20:37+01:00,1384,197,365,51,156,0,64,551,1272,175,365,37,156,0,56,483,0,0,0,0,0,0,0,0,112,22,0,14,0,0,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-13T12:11:20+01:00,1376,197,365,51,147,0,64,552,1264,175,365,37,147,0,56,484,0,0,0,0,0,0,0,0,112,22,0,14,0,0,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-10T14:50:46+01:00,1458,208,410,49,132,0,64,595,1337,184,410,35,132,0,56,520,0,0,0,0,0,0,0,0,121,24,0,14,0,0,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-10T14:28:49+01:00,1457,208,410,49,132,0,64,594,1336,184,410,35,132,0,56,519,0,0,0,0,0,0,0,0,121,24,0,14,0,0,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-10T01:22:14+01:00,1457,208,410,49,132,0,64,594,1336,184,410,35,132,0,56,519,0,0,0,0,0,0,0,0,121,24,0,14,0,0,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-10T00:00:32+01:00,1450,207,410,49,132,0,63,589,1329,183,410,35,132,0,55,514,0,0,0,0,0,0,0,0,121,24,0,14,0,0,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
